hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,1,21,2017,February,8,23,0,3,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,123.94396235344786,0,0,Canceled,2025-01-14
City Hotel,1,390,2016,March,12,19,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,56.795127556256816,0,0,Canceled,2025-03-13
Resort Hotel,0,1,2016,February,7,7,2,0,2,2.0,0,BB,PRT,Direct,Direct,0,0,0,H,H,0,No Deposit,,,0,Transient,79.25937221489723,1,0,Check-Out,2025-01-24
City Hotel,0,38,2016,October,44,28,1,2,2,0.0,0,BB,TUR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,130.1253578824787,0,1,Check-Out,2025-05-28
City Hotel,1,305,2015,July,30,25,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,59.88737704014391,0,0,Canceled,2025-08-17
Resort Hotel,0,361,2016,October,42,12,1,4,2,0.0,0,BB,GBR,Groups,Corporate,0,0,0,A,E,2,No Deposit,,223.0,0,Transient-Party,92.05764128002969,0,0,Check-Out,2025-02-14
City Hotel,1,320,2015,August,33,13,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,1,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,56.84745823763743,0,0,Canceled,2025-02-07
City Hotel,0,26,2017,July,28,11,0,2,1,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,119.32241900335364,0,1,Check-Out,2025-06-15
City Hotel,0,9,2016,February,7,12,1,2,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,27.0,,0,Transient,47.22525045112333,0,0,Check-Out,2025-03-11
City Hotel,1,66,2016,March,12,18,0,2,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,88.86242447722101,0,0,Canceled,2025-07-29
Resort Hotel,0,0,2016,February,8,17,0,1,1,0.0,0,BB,,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,42.053968369825455,0,0,Check-Out,2025-04-25
City Hotel,1,24,2015,October,44,29,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9.0,,0,Contract,130.44326390919383,0,0,Canceled,2024-12-25
Resort Hotel,0,0,2017,August,33,16,0,1,3,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0,Transient,212.86093115546035,0,0,Check-Out,2024-12-24
City Hotel,0,213,2016,June,26,24,0,2,1,0.0,0,BB,SRB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,34.0,,0,Transient-Party,101.67950155688169,0,0,Check-Out,2025-08-22
City Hotel,0,2,2016,November,48,22,0,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,95.29916932008686,0,1,Check-Out,2025-01-25
City Hotel,0,70,2015,September,37,12,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1.0,,0,Transient-Party,45.39590961984005,0,0,Check-Out,2024-12-30
City Hotel,0,0,2017,April,17,27,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,155.65636907352945,0,0,Check-Out,2025-07-06
City Hotel,0,58,2015,October,44,29,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,63.0,,0,Transient-Party,77.49314451476648,0,0,Check-Out,2025-03-22
City Hotel,0,79,2017,August,33,16,0,3,3,0.0,0,BB,AUT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,27.0,,0,Transient,124.41041874184774,0,1,Check-Out,2024-10-06
City Hotel,1,75,2016,July,27,2,4,10,3,0.0,0,BB,AGO,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,167.39695206878866,0,0,Canceled,2025-02-09
City Hotel,0,116,2015,December,50,11,1,2,3,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,A,D,2,No Deposit,9.0,,0,Transient,99.13439974336589,0,2,Check-Out,2025-02-27
City Hotel,0,0,2016,April,15,7,0,1,1,0.0,0,SC,ISR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.06481622045726,0,1,Check-Out,2025-05-01
City Hotel,1,179,2017,July,30,27,0,1,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9.0,,0,Transient,164.48948584561924,0,0,Canceled,2025-07-04
City Hotel,1,169,2017,August,32,6,2,2,2,0.0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,112.29699161546738,0,0,Canceled,2025-02-13
Resort Hotel,0,11,2017,April,15,9,2,3,1,0.0,0,HB,KAZ,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,104.11220504498341,0,0,Check-Out,2025-02-13
City Hotel,0,3,2015,September,38,15,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,72.0,,0,Transient,42.67098217087331,0,0,Check-Out,2024-12-06
Resort Hotel,0,130,2015,October,42,14,2,6,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242.0,,0,Transient,69.00621436759484,0,1,Check-Out,2025-01-07
City Hotel,0,0,2015,August,35,25,0,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,95.8975205948108,0,2,Check-Out,2024-09-21
City Hotel,0,18,2017,January,5,30,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,410.0,0,Transient-Party,71.16602465207639,0,0,Check-Out,2024-09-17
City Hotel,0,8,2017,February,8,25,2,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Contract,64.26045452218901,0,0,Check-Out,2024-09-18
City Hotel,1,36,2017,June,23,10,2,3,2,0.0,0,HB,HRV,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,135.15853955542713,0,1,Canceled,2025-08-09
City Hotel,0,106,2017,August,33,17,2,3,2,1.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,168.0,,0,Transient,141.2183919038191,0,0,Check-Out,2025-08-10
Resort Hotel,0,93,2017,June,23,9,1,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,133.22698896434463,0,2,Check-Out,2024-11-21
City Hotel,0,1,2017,March,9,3,0,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,,,0,Transient,0.0,0,0,Check-Out,2025-03-19
City Hotel,0,163,2017,June,24,13,0,4,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,135.14785416506697,0,1,Check-Out,2024-09-21
City Hotel,0,274,2017,March,13,30,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,80.48349402869687,0,2,Check-Out,2025-02-02
City Hotel,0,16,2015,August,32,8,2,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1.0,,0,Transient-Party,66.05529252906263,0,0,Check-Out,2025-06-28
Resort Hotel,1,41,2017,August,32,11,2,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,235.99636710169258,0,1,Canceled,2025-08-21
City Hotel,0,0,2015,August,35,29,2,1,2,1.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,137.85695204493166,0,1,Check-Out,2024-09-24
City Hotel,0,13,2017,January,3,21,1,1,3,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,105.31667885964234,0,1,Check-Out,2025-05-22
City Hotel,1,52,2016,March,11,7,1,2,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,82.23454628382521,0,0,Canceled,2024-11-19
City Hotel,1,106,2016,February,10,29,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19.0,,44,Transient,76.92006020174202,0,0,Canceled,2025-07-03
City Hotel,0,58,2016,March,14,30,1,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,57.784718128750285,0,1,Check-Out,2025-08-24
City Hotel,0,41,2015,September,39,23,1,4,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,148.91032002062045,0,1,Check-Out,2024-12-22
Resort Hotel,0,44,2015,July,30,20,2,5,2,1.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,,0,Transient,206.80709296063517,0,1,Check-Out,2025-02-23
City Hotel,1,121,2015,August,36,30,2,1,2,0.0,0,HB,ESP,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,75.60793654957565,0,0,Canceled,2024-12-19
Resort Hotel,0,10,2015,December,50,6,2,0,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,72.45608361717936,0,1,Check-Out,2025-07-28
City Hotel,0,57,2016,November,45,2,0,4,2,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,28.0,,0,Transient,145.70865449513704,0,0,Check-Out,2025-01-25
Resort Hotel,1,190,2016,January,4,17,3,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,64.184861626414,0,1,Canceled,2025-03-08
City Hotel,0,239,2017,August,32,9,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,113.35483499511119,1,0,Check-Out,2025-05-13
City Hotel,0,332,2016,September,39,22,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,178,Transient-Party,99.15401542085345,0,0,Check-Out,2024-11-12
City Hotel,1,86,2017,March,11,13,2,5,2,0.0,0,BB,ARE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,104.675514354514,0,1,Canceled,2025-06-15
City Hotel,0,18,2015,December,53,28,1,0,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,102.8257567457455,0,2,Check-Out,2024-11-14
Resort Hotel,0,0,2016,February,9,22,1,0,1,0.0,0,BB,DEU,Complementary,Direct,0,0,0,F,F,0,No Deposit,,,0,Transient,0.0,0,1,Check-Out,2025-02-28
City Hotel,0,0,2017,June,25,21,0,1,1,0.0,0,BB,PRT,Complementary,Direct,1,4,16,E,C,0,No Deposit,,45.0,0,Transient,0.0,0,3,Check-Out,2024-11-20
Resort Hotel,0,0,2016,February,9,24,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,44.873922101359796,0,0,Check-Out,2025-06-16
City Hotel,0,48,2016,June,23,2,0,1,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,122.41284268781361,0,1,Check-Out,2025-03-05
City Hotel,1,215,2016,September,37,9,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3.0,,0,Transient,95.59644021410057,0,0,Canceled,2025-03-17
City Hotel,0,3,2016,December,52,19,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,5,A,A,0,No Deposit,,40.0,0,Transient,64.40759496619559,0,1,Check-Out,2024-12-01
City Hotel,0,23,2017,August,34,24,0,2,2,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,139.39359866205993,0,1,Check-Out,2024-09-10
City Hotel,0,13,2017,March,9,3,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,92.08817398188822,0,0,Check-Out,2024-12-21
Resort Hotel,1,176,2016,June,24,5,3,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,77.08797691229167,0,2,Canceled,2024-10-11
City Hotel,1,54,2016,March,14,28,1,3,2,1.0,0,BB,HRV,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,110.56094211037936,0,0,Canceled,2025-03-29
City Hotel,0,18,2017,February,6,5,2,3,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,7.0,,0,Transient,69.73774702054999,0,1,Check-Out,2024-12-06
City Hotel,0,21,2016,September,40,26,1,1,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,B,2,No Deposit,8.0,,0,Transient,129.65520576588543,0,1,Check-Out,2025-09-04
Resort Hotel,0,217,2016,September,36,1,1,3,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,240.0,,0,Transient,88.22077544388154,0,2,Check-Out,2024-11-04
City Hotel,0,383,2017,August,32,9,0,3,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,135.45201448944877,0,1,Check-Out,2025-02-17
City Hotel,0,17,2016,April,18,30,2,2,1,0.0,0,BB,GBR,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,141.79582512394444,0,0,Check-Out,2025-02-25
City Hotel,0,21,2017,January,3,21,2,3,2,1.0,0,BB,IND,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,78.57771462737944,0,1,Check-Out,2025-08-17
City Hotel,1,116,2017,June,25,22,0,3,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,112.3521136113684,0,0,Canceled,2025-04-29
City Hotel,0,100,2017,March,12,24,0,2,2,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,1,No Deposit,171.0,,0,Transient-Party,96.03079543695804,0,1,Check-Out,2025-06-27
City Hotel,1,119,2016,January,5,27,0,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,29.0,,45,Transient,63.167616265098104,0,0,Canceled,2025-03-13
City Hotel,0,411,2016,September,38,13,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,109.97129130221349,0,1,Check-Out,2025-03-21
City Hotel,1,26,2016,June,27,27,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9.0,,0,Transient,169.60248554225734,0,0,Canceled,2025-02-19
City Hotel,0,20,2017,February,8,23,1,3,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,132.20643890511658,0,0,Check-Out,2025-07-23
City Hotel,0,123,2017,June,25,19,1,1,2,0.0,0,SC,ISR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,114.58283310739763,0,1,Check-Out,2024-10-20
City Hotel,1,438,2016,September,38,16,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,379,Transient-Party,60.68560591841669,0,0,Canceled,2024-12-08
City Hotel,1,151,2017,May,19,13,2,2,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,,,0,Transient,97.56793568484738,0,0,Canceled,2025-08-19
City Hotel,0,11,2016,November,46,10,2,3,2,0.0,0,BB,MEX,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,81.58704254737914,0,1,Check-Out,2025-01-30
City Hotel,0,23,2016,May,20,8,2,2,2,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,0.0,0,0,Check-Out,2025-05-18
City Hotel,0,18,2016,June,27,30,0,3,2,1.0,0,BB,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,162.41076937013682,0,1,Check-Out,2025-06-17
City Hotel,1,109,2016,February,9,21,2,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19.0,,44,Transient,74.06662111213139,0,0,Canceled,2025-08-02
Resort Hotel,0,0,2017,February,8,19,1,0,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,E,E,0,No Deposit,250.0,,0,Transient-Party,70.00646736990193,0,0,Check-Out,2024-09-17
City Hotel,1,135,2017,August,34,21,1,3,2,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,123.1293533935311,0,0,Canceled,2025-02-15
Resort Hotel,1,107,2016,April,15,9,2,5,2,0.0,0,HB,GBR,Groups,Direct,0,0,0,D,D,0,Non Refund,273.0,,0,Transient,79.95771333799343,0,0,Canceled,2024-11-16
City Hotel,1,124,2017,April,14,3,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,58.0,,0,Transient,98.27935338928572,0,0,Canceled,2024-12-13
Resort Hotel,1,184,2016,September,37,7,0,3,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,D,D,0,Non Refund,1.0,,0,Transient,91.66922951374534,0,0,Canceled,2025-02-23
City Hotel,0,342,2016,September,39,21,1,4,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,21.0,,0,Transient-Party,77.4300910255454,0,0,Check-Out,2025-05-22
City Hotel,1,11,2017,March,12,25,0,1,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,171.78892562221273,0,1,Canceled,2024-10-02
Resort Hotel,1,104,2017,March,13,26,2,1,1,0.0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,Non Refund,495.0,,0,Transient,38.05511177056866,0,0,Canceled,2025-06-19
City Hotel,1,262,2016,May,20,13,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,21.0,,0,Transient,99.21252318782341,0,0,Canceled,2024-10-19
City Hotel,1,15,2016,December,51,15,0,1,2,0.0,0,BB,PRT,Corporate,Corporate,1,1,5,E,E,0,No Deposit,,51.0,0,Transient,99.50685767946692,0,0,Canceled,2024-11-07
Resort Hotel,1,217,2016,October,43,17,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,68.46052163732489,0,0,Canceled,2025-07-23
City Hotel,0,417,2017,July,30,26,0,3,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,107.38477003607389,0,1,Check-Out,2025-04-28
City Hotel,1,151,2016,July,27,1,1,2,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,96.92726277675254,0,0,Canceled,2025-04-28
Resort Hotel,0,355,2017,August,34,21,2,5,2,1.0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,196.0,,0,Transient,273.1531982216011,1,1,Check-Out,2024-11-25
City Hotel,0,50,2016,January,3,14,0,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,20.0,,43,Transient,39.04301341059185,0,1,Check-Out,2025-06-04
Resort Hotel,1,341,2016,September,39,21,0,4,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,,,0,Transient,67.0170163597457,0,0,Canceled,2024-10-10
City Hotel,1,172,2017,July,28,10,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,117.84167202054606,0,0,Canceled,2025-04-12
City Hotel,0,13,2017,July,27,6,0,1,1,0.0,0,BB,HUN,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,,0,Transient,122.7712394081295,0,0,Check-Out,2025-01-18
City Hotel,0,0,2017,February,8,25,2,2,2,0.0,0,SC,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,91.67860065105079,0,0,Check-Out,2024-12-12
Resort Hotel,1,29,2016,April,18,29,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,89.6372231824776,0,0,Canceled,2025-04-10
City Hotel,0,66,2015,October,43,19,1,3,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,70.06243656203435,0,2,Check-Out,2024-12-22
Resort Hotel,0,48,2017,April,15,13,0,2,2,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,240.0,,0,Transient,159.07506768723414,0,0,Check-Out,2024-09-19
City Hotel,0,15,2017,January,3,20,2,2,0,2.0,0,BB,PRT,Direct,Direct,0,0,0,B,B,1,No Deposit,,,0,Transient-Party,5.313973199000754,1,1,Check-Out,2024-11-19
City Hotel,1,10,2016,February,6,1,2,5,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,69.85369922902512,0,0,Canceled,2024-10-10
Resort Hotel,0,128,2017,August,31,4,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient-Party,254.54002179127454,1,4,Check-Out,2025-09-07
City Hotel,0,14,2016,April,18,26,0,3,1,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,58.0,,0,Transient-Party,74.82875680220761,0,0,Check-Out,2024-11-28
City Hotel,0,56,2015,August,34,17,1,1,1,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1.0,,0,Transient-Party,64.49562843927366,0,0,Check-Out,2024-12-13
City Hotel,1,308,2016,July,28,7,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,58.36258594023216,0,0,Canceled,2025-02-05
City Hotel,0,48,2017,July,27,3,1,3,3,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,,,0,Transient,160.58818457232087,0,0,Check-Out,2025-08-11
City Hotel,1,165,2017,June,22,2,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,99.59151441102138,0,0,Canceled,2025-02-11
City Hotel,0,0,2016,October,44,29,1,1,2,0.0,0,BB,ESP,Online TA,TA/TO,1,0,0,A,A,1,No Deposit,9.0,,0,Transient,12.24058708903652,0,4,Check-Out,2025-01-20
City Hotel,1,124,2017,May,21,27,0,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,155.0,,0,Transient,161.62703054238358,0,1,Canceled,2025-04-23
City Hotel,0,6,2017,February,5,2,1,3,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,77.62116549745932,0,0,Check-Out,2024-12-18
City Hotel,0,100,2016,July,30,18,1,2,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,112.82537799657013,0,1,Check-Out,2025-06-12
Resort Hotel,0,76,2015,October,42,11,2,2,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,60.85500235903822,0,1,Check-Out,2024-10-08
City Hotel,0,90,2015,September,37,9,0,2,2,0.0,0,BB,FRA,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,68.0,0,Transient-Party,89.05983845102479,0,0,Check-Out,2025-08-23
Resort Hotel,0,111,2015,July,29,13,1,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,119.74873916481046,0,0,Check-Out,2025-04-22
City Hotel,0,276,2017,June,24,16,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21.0,,0,Transient-Party,55.17281741069348,0,0,Check-Out,2025-07-29
City Hotel,0,123,2015,July,30,25,0,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,60.42425607770943,0,0,Check-Out,2025-06-02
Resort Hotel,0,201,2016,April,16,10,2,5,1,0.0,0,HB,GBR,Groups,Direct,0,0,0,A,A,0,No Deposit,273.0,,0,Transient-Party,40.82574659379324,0,0,Check-Out,2024-11-18
Resort Hotel,0,15,2017,March,13,30,2,6,1,0.0,0,Undefined,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,,523.0,0,Transient-Party,88.78075976416156,0,0,Check-Out,2024-10-08
City Hotel,0,140,2017,April,14,7,2,5,2,0.0,0,BB,DNK,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,114.11124139786473,0,2,Check-Out,2024-10-02
City Hotel,1,70,2016,February,8,17,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,37.0,,0,Transient,78.54036284769234,0,0,Canceled,2025-04-26
City Hotel,1,217,2016,September,36,1,1,3,2,0.0,0,BB,DNK,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,103.39401224527829,0,0,Canceled,2024-11-06
Resort Hotel,0,355,2015,September,39,23,2,5,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,73.3454822451158,0,2,Check-Out,2025-05-03
City Hotel,1,229,2017,April,16,22,2,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.7011304291446,0,0,Canceled,2025-01-13
City Hotel,1,96,2017,April,14,5,0,3,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,95.87568017147728,0,1,Canceled,2024-11-28
City Hotel,1,20,2015,December,53,30,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,3.0,,0,Transient-Party,81.50176884208616,0,0,Canceled,2025-07-10
City Hotel,1,302,2016,May,20,13,1,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,215,Transient-Party,91.45549488737392,0,0,Canceled,2025-03-20
City Hotel,1,135,2016,November,45,1,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236.0,,0,Transient,88.41805327382991,0,0,Canceled,2025-09-03
Resort Hotel,0,9,2016,September,38,11,2,3,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,F,F,0,No Deposit,250.0,,0,Transient,180.0455458586969,1,2,Check-Out,2025-01-29
